Experiment,Institution,Accession,SeedSource,LineType,Treatment,Facility,Rep,Flat,Row,Col,SowDate,seeds.sown,germinants.7d,germinants.14d,TransplantInfo,BoltDate,diameter.at.bolt,days.to.bolt,Germ.Bolting.Comments,inflorescence.height,mainbranch,ttl.maininfl.branch,basal.branch,branch.basalbranch,fruitnum,aborted.fruits,basalfruit.length,midfruit.length,upperfruit.length,avg.fruit.length,HarvestDate,HarvestInits,Harvest.Comments,Outlier1,Outlier2,Resolve?,SeeComments,Resolved?,Action
BC_Expt3pt6,BC,SALK_133245C,BC_SF11_0017,MUTANT,control,BC-GC1,1,1,A,1,5/24/2016,3,2,3,,6/27/2016,51.29,34,,14.3,2,2,3,7,79,66,14.44,14.58,11.65,13.56,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22617,BC_SF08_0255,PHYT,control,BC-GC1,1-1,1,A,2,5/24/2016,3,2,2,,7/2/2016,30.69,39,,2.3,0,0,2,2,0,11,,,,,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,CS22636,BC_SF08_0294,PHYT,control,BC-GC1,1-1,1,A,3,5/24/2016,3,3,3,,6/27/2016,59.67,34,,14.9,1,2,4,8,113,123,9.22,10.27,5.92,8.47,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_113099C,BC_SF10_0248,MUTANT,control,BC-GC1,1,1,A,4,5/24/2016,3,3,3,,6/30/2016,40.08,37,,33.0,2,6,2,4,87,117,11.31,10.39,11.28,10.99,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_119083C,BC_SF10_0342,MUTANT,control,BC-GC1,1,1,A,5,5/24/2016,3,2,3,,6/28/2016,9.97,35,"will prob. die, very small",0.4,0,0,0,0,0,0,,,,,8/3/2016,vv,,,,Plant height less than 0.5 cm,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_110571C,BC_SF10_0213,MUTANT,control,BC-GC1,1,1,A,6,5/24/2016,3,2,2,,6/30/2016,61.19,37,,24.9,3,3,2,2,88,88,9.94,10.86,9.05,9.95,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_110231C,BC_SF10_0210,MUTANT,control,BC-GC1,1,1,B,1,5/24/2016,3,3,3,,6/28/2016,51.87,35,,32.3,2,3,2,3,106,74,13.34,11.11,8.87,11.11,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_108103C,BC_SF10_0176,MUTANT,control,BC-GC1,1,1,B,2,5/24/2016,3,3,3,,6/28/2016,65.33,35,,36.1,3,5,1,2,96,45,16.54,10.52,11.10,12.72,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_114538C,BC_SF10_0271,MUTANT,control,BC-GC1,1,1,B,3,5/24/2016,3,2,2,,6/28/2016,44.34,35,,14.9,2,4,3,5,67,98,10.37,8.71,9.19,9.42,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_109543C,BC_SF10_0202,MUTANT,control,BC-GC1,1,1,B,4,5/24/2016,3,3,3,,6/30/2016,61.19,37,,12.5,2,2,6,14,2,154,6.56,7.24,,6.90,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_113413C,BC_SF10_0255,MUTANT,control,BC-GC1,1,1,B,5,5/24/2016,3,2,3,,6/28/2016,51.14,35,,25.6,1,1,3,6,96,70,13.91,13.42,11.00,12.78,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_113793C,BC_SF10_0262,MUTANT,control,BC-GC1,1,1,B,6,5/24/2016,3,3,3,,6/27/2016,43.57,34,,27.6,2,2,2,4,68,83,12.49,12.28,8.96,11.24,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_110001C,BC_SF10_0205,MUTANT,control,BC-GC1,1,1,C,1,5/24/2016,3,3,3,,6/28/2016,54.17,35,,33.9,2,5,3,5,144,76,14.67,10.41,10.84,11.97,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_107453C,BC_SF10_0169,MUTANT,control,BC-GC1,1,1,C,2,5/24/2016,3,3,3,,6/26/2016,45.46,33,,8.3,0,0,6,9,0,63,,,,,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_110394C,BC_SF10_0211,MUTANT,control,BC-GC1,1,1,C,3,5/24/2016,3,3,3,,6/28/2016,58.85,35,,14.8,2,2,4,10,106,114,15.87,13.61,9.55,13.01,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_119044C,BC_SF10_0340,MUTANT,control,BC-GC1,1,1,C,4,5/24/2016,3,2,3,,6/29/2016,42.78,36,,12.6,1,1,4,4,0,23,,,,,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_107694C,BC_SF10_0170,MUTANT,control,BC-GC1,1,1,C,5,5/24/2016,3,3,3,,6/25/2016,36.59,32,,17.9,2,3,10,17,0,89,,,,,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_108909C,BC_SF10_0190,MUTANT,control,BC-GC1,1,1,C,6,5/24/2016,3,3,3,,6/26/2016,63.04,33,,31.0,2,2,2,6,112,83,16.19,9.47,9.48,11.71,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22647,BC_SF08_0299,PHYT,control,BC-GC1,1-1,1,D,1,5/24/2016,3,3,3,,6/24/2016,48.84,31,,11.9,2,3,2,3,109,79,,,,,8/3/2016,vv,,,,Has 3 full fruits but 0 lengths,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_110076C,BC_SF10_0208,MUTANT,control,BC-GC1,1,1,D,2,5/24/2016,3,3,3,,6/28/2016,37.32,35,,5.0,0,0,2,2,0,5,,,,,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_110888C,BC_SF10_0218,MUTANT,control,BC-GC1,1,1,D,3,5/24/2016,3,1,1,,7/3/2016,35.84,40,,4.2,0,0,2,2,0,9,,,,,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_110671C,BC_SF10_0214,MUTANT,control,BC-GC1,1,1,D,4,5/24/2016,3,3,3,,7/3/2016,53.99,40,,9.3,0,0,3,3,0,27,,,,,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_107138C,BC_SF10_0166,MUTANT,control,BC-GC1,1,1,D,5,5/24/2016,3,3,3,4K3,6/29/2016,49.08,36,"Uprooted at thinning, so transplanted",7.5,1,1,8,8,0,71,,,,,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_116618C,BC_SF10_0304,MUTANT,control,BC-GC1,1,1,D,6,5/24/2016,3,2,2,,6/29/2016,56.80,36,,29.9,2,2,3,5,105,90,10.56,10.39,7.47,9.47,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_133028C,BC_SF11_0014,MUTANT,control,BC-GC1,1,1,E,1,5/24/2016,3,3,3,,6/27/2016,57.33,34,,33.6,2,6,1,2,99,36,12.87,11.88,8.71,11.15,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_120392C,BC_SF10_0367,MUTANT,control,BC-GC1,1,1,E,2,5/24/2016,3,2,3,,6/30/2016,44.64,37,,13.8,2,2,3,8,50,65,8.61,10.48,,9.55,8/3/2016,vv,Lots of algae,,,Has 3 full fruits but 2 lengths,,,HSC says to leave as is
BC_Expt3pt6,BC,CS22596,BC_SF08_0273,PHYT,control,BC-GC1,1-1,1,E,3,5/24/2016,3,2,2,,7/13/2016,63.59,50,,2.8,0,0,1,1,0,4,,,,,8/3/2016,vv,Lots of algae,BoltDays,,,,,
BC_Expt3pt6,BC,SALK_113296C,BC_SF10_0251,MUTANT,control,BC-GC1,1,1,E,4,5/24/2016,3,2,2,,6/25/2016,42.44,32,,11.4,2,2,6,12,0,59,,,,,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_109263C,BC_SF10_0195,MUTANT,control,BC-GC1,1,1,E,5,5/24/2016,3,3,3,,6/25/2016,46.89,32,,8.6,0,0,6,6,0,18,,,,,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_133238C,BC_SF11_0016,MUTANT,control,BC-GC1,1,1,E,6,5/24/2016,3,2,2,,7/4/2016,23.89,41,,3.4,0,0,2,2,0,11,,,,,8/3/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_111406C,BC_SF10_0229,MUTANT,control,BC-GC1,1,1,F,1,5/24/2016,3,3,3,,6/24/2016,46.53,31,,35.2,2,7,3,5,150,97,13.49,10.93,9.53,11.32,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22652,BC_SF08_0285,PHYT,control,BC-GC1,1-1,1,F,2,5/24/2016,3,3,3,,6/20/2016,28.18,27,,19.0,2,6,8,17,39,257,,,,,8/3/2016,vv,,"AbortedFruits, jp checked got 198",,Has 3 full fruits but 0 lengths,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_116113C,BC_SF10_0295,MUTANT,control,BC-GC1,1,1,F,3,5/24/2016,3,3,3,,7/1/2016,56.84,38,,11.6,2,3,7,11,0,61,,,,,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_132552C,BC_SF11_0001,MUTANT,control,BC-GC1,1,1,F,4,5/24/2016,3,1,2,,6/27/2016,54.55,34,,16.1,2,2,3,12,38,157,,,,,8/4/2016,vv,,,,Has 3 full fruits but 0 lengths,,,HSC says to leave as is
BC_Expt3pt6,BC,COL70000,BC_SF08_0303,PHYT,control,BC-GC1,1-1,1,F,5,5/24/2016,3,3,3,,6/26/2016,50.99,33,,10.8,0,0,5,20,76,164,10.90,,,10.90,8/4/2016,vv,,,,Has 3 full fruits but 1 length,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_106790C,BC_SF10_0159,MUTANT,control,BC-GC1,1,1,F,6,5/24/2016,3,3,3,,6/27/2016,35.51,34,,6.9,0,0,5,5,0,22,,,,,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_132916C,BC_SF11_0010,MUTANT,control,BC-GC1,1,1,G,1,5/24/2016,3,3,3,,6/26/2016,62.19,33,,35.6,2,6,2,4,131,52,10.81,10.60,11.12,10.84,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_114895C,BC_SF10_0276,MUTANT,control,BC-GC1,1,1,G,2,5/24/2016,3,3,3,,6/26/2016,69.20,33,,33.7,2,9,2,10,130,73,13.02,11.27,8.82,11.04,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_133437C,BC_SF11_0019,MUTANT,control,BC-GC1,1,1,G,3,5/24/2016,3,3,3,,6/27/2016,46.24,34,,19.3,1,1,6,20,7,183,11.30,13.03,7.93,10.75,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_113877C,BC_SF10_0264,MUTANT,control,BC-GC1,1,1,G,4,5/24/2016,3,2,2,,6/28/2016,44.86,35,,10.8,1,1,7,11,1,67,12.09,,,12.09,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_132906C,BC_SF11_0009,MUTANT,control,BC-GC1,1,1,G,5,5/24/2016,3,3,3,,6/29/2016,40.60,36,,9.7,3,5,5,13,3,111,,,,,8/4/2016,vv,,,,Has 3 full fruits but 0 lengths,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_113956C,BC_SF10_0265,MUTANT,control,BC-GC1,1,1,G,6,5/24/2016,3,3,3,,6/24/2016,38.10,31,,21.0,2,3,5,10,109,133,12.24,9.97,,11.11,8/4/2016,vv,,,,Has 3 full fruits but 2 lengths,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_107228C,BC_SF10_0168,MUTANT,control,BC-GC1,1,1,H,1,5/24/2016,3,3,3,,6/25/2016,38.27,32,,18.9,2,9,5,18,10,197,13.53,,,13.53,8/4/2016,vv,,,,Has 3 full fruits but 1 length,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_111337C,BC_SF10_0226,MUTANT,control,BC-GC1,1,1,H,2,5/24/2016,3,3,3,,6/29/2016,41.77,36,,18.1,1,1,3,9,87,171,11.89,12.18,8.35,10.81,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_106754C,BC_SF10_0158,MUTANT,control,BC-GC1,1,1,H,3,5/24/2016,3,3,3,,6/25/2016,60.36,32,,33.3,2,3,2,5,129,58,10.75,12.74,10.70,11.40,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_109522C,BC_SF10_0201,MUTANT,control,BC-GC1,1,1,H,4,5/24/2016,3,3,3,,6/24/2016,32.99,31,,6.7,0,0,3,3,0,3,,,,,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_133231C,BC_SF11_0015,MUTANT,control,BC-GC1,1,1,H,5,5/24/2016,3,2,2,,6/27/2016,37.29,34,,8.7,0,0,5,5,0,15,,,,,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_113788C,BC_SF10_0261,MUTANT,control,BC-GC1,1,1,H,6,5/24/2016,3,3,3,,6/30/2016,58.41,37,,8.5,0,0,5,5,0,21,,,,,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_107943C,BC_SF10_0174,MUTANT,control,BC-GC1,1,1,I,1,5/24/2016,3,3,3,,6/29/2016,47.37,36,,35.1,1,2,2,5,148,28,11.91,10.44,9.85,10.73,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22658,BC_SF08_0315,PHYT,control,BC-GC1,1-1,1,I,2,5/24/2016,3,1,1,,,,,"DYING 7/13/16, probably bolted earlier than 7/21",1.4,0,0,0,0,0,0,,,,,8/4/2016,vv,"Looks very dead, lots of algae",,,"Probably bolted earlier, dead main stem",Y,Y,"Removed bolting data, left other data"
BC_Expt3pt6,BC,SALK_109510C,BC_SF10_0200,MUTANT,control,BC-GC1,1,1,I,3,5/24/2016,3,3,3,,6/27/2016,37.89,34,,4.2,0,0,0,0,0,0,,,,,8/4/2016,vv,"Looks dead at the top, lots of algae",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_132943C,BC_SF11_0012,MUTANT,control,BC-GC1,1,1,I,4,5/24/2016,3,2,2,,6/23/2016,40.31,30,,12.7,1,1,4,10,71,87,8.95,9.21,10.46,9.54,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_109250C,BC_SF10_0194,MUTANT,control,BC-GC1,1,1,I,5,5/24/2016,3,3,3,,6/30/2016,41.15,37,,9.7,1,1,3,10,0,54,,,,,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_111080C,BC_SF10_0222,MUTANT,control,BC-GC1,1,1,I,6,5/24/2016,3,2,2,,6/30/2016,51.76,37,,7.4,3,4,3,6,134,113,13.05,7.60,9.77,10.14,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_109360C,BC_SF10_0198,MUTANT,control,BC-GC1,1,1,J,1,5/24/2016,3,3,3,,6/29/2016,53.01,36,,33.3,1,3,3,7,146,69,12.15,8.92,10.75,10.61,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22618,BC_SF08_0261,PHYT,control,BC-GC1,1-1,1,J,2,5/24/2016,3,3,3,,6/30/2016,41.28,37,,8.2,0,0,5,5,0,0,,,,,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_110941C,BC_SF10_0220,MUTANT,control,BC-GC1,1,1,J,3,5/24/2016,3,3,3,,6/24/2016,21.08,31,,12.1,1,1,8,10,0,88,,,,,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_110454C,BC_SF10_0212,MUTANT,control,BC-GC1,1,1,J,4,5/24/2016,3,2,2,,,,,Probably bolted several days prio/ huge inflor.,17.2,2,4,4,11,122,141,11.34,13.44,8.44,11.07,8/4/2016,vv,,,,Probably bolted earlier,Y,Y,Deleted  bolting data because of comment
BC_Expt3pt6,BC,SALK_118908C,BC_SF10_0337,MUTANT,control,BC-GC1,1,1,J,5,5/24/2016,3,3,3,,6/30/2016,50.79,37,,7.4,0,0,7,7,0,37,,,,,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_106839C,BC_SF10_0161,MUTANT,control,BC-GC1,1,1,J,6,5/24/2016,3,3,3,,6/29/2016,50.70,36,,30.6,2,2,2,5,92,44,10.35,10.29,8.76,9.80,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_107760C,BC_SF10_0171,MUTANT,control,BC-GC1,1,1,K,1,5/24/2016,3,3,3,,6/28/2016,26.91,35,,6.8,0,0,3,3,0,3,,,,,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,CS22635,BC_SF08_0279,PHYT,control,BC-GC1,1-1,1,K,2,5/24/2016,3,3,4,3A6,7/2/2016,16.59,39,,2.9,0,0,1,1,0,2,,,,,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_106653C,BC_SF10_0156,MUTANT,control,BC-GC1,1,1,K,3,5/24/2016,3,3,3,,6/24/2016,32.43,31,,12.8,2,2,9,12,0,48,,,,,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_115788C,BC_SF10_0287,MUTANT,control,BC-GC1,1,1,K,4,5/24/2016,3,3,3,,6/30/2016,42.33,37,,19.1,2,4,3,12,53,137,11.73,11.90,9.53,11.05,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_119277C,BC_SF10_0347,MUTANT,control,BC-GC1,1,1,K,5,5/24/2016,3,3,3,,6/26/2016,43.67,33,,13.3,1,1,4,20,68,162,9.64,13.24,7.81,10.23,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_111217C,BC_SF10_0225,MUTANT,control,BC-GC1,1,1,K,6,5/24/2016,3,2,2,,6/29/2016,66.50,36,,31.5,2,2,3,9,111,114,15.25,11.81,7.68,11.58,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_113809C,BC_SF10_0263,MUTANT,control,BC-GC1,1,1,L,1,5/24/2016,3,2,2,,7/5/2016,40.89,42,,17.2,2,10,3,10,14,148,11.71,12.27,10.49,11.49,8/4/2016,vv,,BoltDays,,,,,
BC_Expt3pt6,BC,CS22659,BC_SF08_0309,PHYT,control,BC-GC1,1-1,1,L,2,5/24/2016,3,2,2,,6/20/2016,32.66,27,may have bolted 6/18 or 6/19,16.1,2,2,12,24,0,171,,,,,8/4/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_119046C,BC_SF10_0341,MUTANT,control,BC-GC1,1,1,L,3,5/24/2016,3,3,3,,6/28/2016,47.48,35,,26.9,1,1,3,7,90,65,14.01,8.29,9.30,10.53,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_119147C,BC_SF10_0344,MUTANT,control,BC-GC1,1,1,L,4,5/24/2016,3,4,4,5B2,7/4/2016,43.34,41,,10.3,1,1,5,6,0,73,,,,,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,CS22633,BC_SF08_0267,PHYT,control,BC-GC1,1-1,1,L,5,5/24/2016,3,3,3,,6/28/2016,20.37,35,,5.8,0,0,4,4,0,4,,,,,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_116862C,BC_SF10_0307,MUTANT,control,BC-GC1,1,1,L,6,5/24/2016,3,3,3,,6/27/2016,34.36,34,,17.2,2,2,8,19,1,111,10.07,,,10.07,8/4/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_108788C,BC_SF10_0188,MUTANT,control,BC-GC1,1,2,A,1,5/24/2016,3,2,3,,7/1/2016,51.21,38,,29.8,2,2,1,1,85,19,11.58,12.23,10.12,11.31,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_110062C,BC_SF10_0206,MUTANT,control,BC-GC1,1,2,A,2,5/24/2016,3,3,3,,6/29/2016,50.35,36,,30.9,2,4,1,1,93,27,12.45,10.57,9.58,10.87,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_119678C,BC_SF10_0355,MUTANT,control,BC-GC1,1,2,A,3,5/24/2016,3,3,3,,6/29/2016,39.94,36,,27.1,1,1,2,2,50,8,8.85,12.55,8.38,9.93,8/2/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_115366C,BC_SF10_0280,MUTANT,control,BC-GC1,1,2,A,4,5/24/2016,3,3,3,,6/30/2016,48.83,37,,31.1,2,3,1,2,82,40,14.08,11.38,9.03,11.50,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_115655C,BC_SF10_0286,MUTANT,control,BC-GC1,1,2,A,5,5/24/2016,3,3,3,,6/24/2016,23.92,31,,11.9,1,1,6,11,44,71,10.38,,,10.38,8/2/2016,vv,Lots of algae,,,Has 3 full fruits but 1 length,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_108426C,BC_SF10_0181,MUTANT,control,BC-GC1,1,2,A,6,5/24/2016,3,3,3,,6/28/2016,33.30,35,,19.4,1,1,1,1,18,14,12.33,13.27,8.64,11.41,8/2/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_108796C,BC_SF10_0189,MUTANT,control,BC-GC1,1,2,B,1,5/24/2016,3,3,3,,6/30/2016,55.15,37,,33.2,2,4,1,1,86,25,14.19,13.66,9.65,12.50,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_107178C,BC_SF10_0167,MUTANT,control,BC-GC1,1,2,B,2,5/24/2016,3,3,3,,6/27/2016,33.40,34,,8.2,1,1,6,10,19,78,8.38,6.18,,7.28,8/2/2016,vv,,,,Has 3 full fruits but 2 lengths,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_108953C,BC_SF10_0191,MUTANT,control,BC-GC1,1,2,B,3,5/24/2016,3,3,3,,6/28/2016,36.01,35,,10.4,1,1,5,6,0,56,,,,,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_111486C,BC_SF10_0231,MUTANT,control,BC-GC1,1,2,B,4,5/24/2016,3,3,3,,6/28/2016,32.27,35,,21.6,0,0,2,2,43,10,6.31,10.26,9.69,8.75,8/2/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_112162C,BC_SF10_0236,MUTANT,control,BC-GC1,1,2,B,5,5/24/2016,3,2,3,,6/28/2016,56.46,35,,35.6,1,3,1,4,84,43,13.82,13.80,9.16,12.26,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_109895C,BC_SF10_0203,MUTANT,control,BC-GC1,1,2,B,6,5/24/2016,3,3,3,,6/25/2016,48.58,32,,28.5,1,4,2,8,101,103,12.28,12.69,9.31,11.43,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,COL70000,BC_SF08_0303,PHYT,control,BC-GC1,1-2,2,C,1,5/24/2016,3,3,3,,6/30/2016,48.10,37,,27.5,2,2,2,3,69,49,11.35,11.85,9.45,10.88,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_120107C,BC_SF10_0360,MUTANT,control,BC-GC1,1,2,C,2,5/24/2016,3,2,2,,6/30/2016,48.39,37,,11.1,0,0,3,5,64,31,10.63,,,10.63,8/2/2016,vv,,,,Has 3 full fruits but 1 length,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_114276C,BC_SF10_0268,MUTANT,control,BC-GC1,1,2,C,3,5/24/2016,3,3,3,,6/30/2016,44.61,37,,5.7,0,0,3,3,0,25,,,,,8/2/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_106465C,BC_SF10_0153,MUTANT,control,BC-GC1,1,2,C,4,5/24/2016,3,3,3,,6/30/2016,47.92,37,,7.0,0,0,3,3,0,11,,,,,8/2/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_106993C,BC_SF10_0164,MUTANT,control,BC-GC1,1,2,C,5,5/24/2016,3,2,2,,6/24/2016,43.41,31,,30.9,2,5,2,7,111,69,10.80,12.42,9.67,10.96,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_110070C,BC_SF10_0207,MUTANT,control,BC-GC1,1,2,C,6,5/24/2016,3,3,3,,6/27/2016,29.38,34,,12.3,2,2,6,10,8,69,,,,,8/2/2016,vv,,,,Has 3 full fruits but 0 lengths,,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_111160C,BC_SF10_0224,MUTANT,control,BC-GC1,1,2,D,1,5/24/2016,3,3,3,,6/30/2016,43.66,37,,8.0,1,1,3,6,43,41,10.60,10.81,9.60,10.34,8/2/2016,vv,Lots of algae,,,,,,
BC_Expt3pt6,BC,SALK_120184C,BC_SF10_0363,MUTANT,control,BC-GC1,1,2,D,2,5/24/2016,3,3,3,,6/27/2016,34.86,34,,26.8,1,1,2,2,70,28,8.98,11.81,8.56,9.78,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22618,BC_SF08_0261,PHYT,control,BC-GC1,1-2,2,D,3,5/24/2016,3,3,3,,6/26/2016,22.98,33,,5.5,0,0,1,1,0,0,,,,,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_113735C,BC_SF10_0258,MUTANT,control,BC-GC1,1,2,D,4,5/24/2016,3,3,3,,6/28/2016,41.23,35,,10.9,0,0,4,13,0,141,,,,,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_106430C,BC_SF10_0151,MUTANT,control,BC-GC1,1,2,D,5,5/24/2016,3,3,3,,6/27/2016,41.33,34,,11.3,1,1,4,11,47,87,,,,,8/2/2016,vv,,,,Has 3 full fruits but 0 lengths,,,HSC says to leave as is
BC_Expt3pt6,BC,CS22635,BC_SF08_0279,PHYT,control,BC-GC1,1-2,2,D,6,5/24/2016,3,2,2,,6/23/2016,32.05,30,,29.9,2,6,3,8,128,62,11.87,13.63,9.67,11.72,8/2/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22658,BC_SF08_0315,PHYT,control,BC-GC1,1-2,2,E,1,5/24/2016,3,2,2,,7/5/2016,36.93,42,,7.7,0,0,4,6,0,46,,,,,8/3/2016,vv,Lots of algae,BoltDays,,,,,
BC_Expt3pt6,BC,CS22652,BC_SF08_0285,PHYT,control,BC-GC1,1-2,2,E,2,5/24/2016,3,1,1,,6/21/2016,23.16,28,,31.6,1,2,2,4,110,18,10.17,8.79,9.17,9.38,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_118368C,BC_SF10_0332,MUTANT,control,BC-GC1,1,2,E,3,5/24/2016,3,2,3,,6/28/2016,48.16,35,,30.3,2,2,1,2,67,21,7.34,11.92,8.55,9.27,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_114698C,BC_SF10_0272,MUTANT,control,BC-GC1,1,2,E,4,5/24/2016,3,3,3,,6/26/2016,50.91,33,,32.7,2,2,2,4,81,35,10.84,10.19,10.58,10.54,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,SALK_132964C,BC_SF11_0013,MUTANT,control,BC-GC1,1,2,E,5,5/24/2016,3,3,3,,6/23/2016,34.41,30,,26.3,1,3,3,8,93,46,14.18,11.19,9.46,11.61,8/3/2016,vv,,,,,,,
BC_Expt3pt6,BC,CS22633,BC_SF08_0267,PHYT,control,BC-GC1,1-2,2,E,6,5/24/2016,3,3,3,,6/25/2016,31.42,32,,14.1,1,4,4,9,51,113,,,,,8/3/2016,vv,,,,Has 3 full fruits but 0 lengths,,,HSC says to leave as is
