Experiment,Institution,Accession,SeedSource,LineType,Treatment,Facility,Rep,Flat,Row,Col,SowDate,seeds.sown,germinants.7d,germinants.14d,TransplantInfo,BoltDate,diameter.at.bolt,days.to.bolt,Germ.Bolting.Comments,inflorescence.height,mainbranch,ttl.maininfl.branch,basal.branch,branch.basalbranch,fruitnum,aborted.fruits,basalfruit.length,midfruit.length,upperfruit.length,avg.fruit.length,HarvestDate,HarvestInits,Harvest.Comments,Outlier1,Outlier2,Resolve?,SeeComments,Resolved?,Action
BC_Expt3pt6,BC,SALK_120392C,BC_SF10_0367,MUTANT,control,BC-GC2,6,12,I,5,5/24/2016,3,3,3,,6/25/2016,37.20,32,,11.5,1,1,7,8,1,41,11.55,,,11.55,8/1/2016,jt,"Dead main stem, algae",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_114538C,BC_SF10_0271,MUTANT,control,BC-GC2,6,12,I,6,5/24/2016,3,2,2,,6/25/2016,32.68,32,,7.6,1,1,6,6,2,27,10.67,7.14,,8.91,7/27/2016,jt,Dead main stem and fruits,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_107453C,BC_SF10_0169,MUTANT,control,BC-GC2,6,12,J,1,5/24/2016,3,3,3,,6/23/2016,43.76,30,,12.4,1,1,15,15,1,47,11.15,,,11.15,7/28/2016,jt,Dead main stem and fruits,,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_111337C,BC_SF10_0226,MUTANT,control,BC-GC2,6,12,J,2,5/24/2016,3,3,3,,6/22/2016,56.39,29,,14.4,1,1,5,9,115,103,11.77,10.09,9.72,10.53,8/1/2016,jt,Main stem much shorted than branches,,,,,,
BC_Expt3pt6,BC,SALK_119678C,BC_SF10_0355,MUTANT,control,BC-GC2,6,12,J,3,5/24/2016,3,2,2,,6/20/2016,23.88,27,,12.5,2,5,9,13,2,77,12.32,11.66,,11.99,8/1/2016,jt,"Dead main stem, algae",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,CS22636,BC_SF08_0294,PHYT,control,BC-GC2,6-2,12,J,4,5/24/2016,3,3,3,,6/23/2016,59.44,30,,14.5,2,2,5,11,83,117,10.05,10.46,10.47,10.33,8/1/2016,jt,"Main stem shorter than branches, all fruits on BB",,,,,,
BC_Expt3pt6,BC,SALK_133245C,BC_SF11_0017,MUTANT,control,BC-GC2,6,12,J,5,5/24/2016,3,3,3,,6/25/2016,21.40,32,,6.2,1,1,6,6,1,25,9.13,,,9.13,8/1/2016,jt,"Dead main stem, algae",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_118474C,BC_SF10_0334,MUTANT,control,BC-GC2,6,12,J,6,5/24/2016,3,3,3,,6/28/2016,50.03,35,,30.5,2,2,2,2,49,67,7.74,11.22,9.70,9.55,7/27/2016,jt,Algae,,,,,,
BC_Expt3pt6,BC,SALK_120295C,BC_SF10_0364,MUTANT,control,BC-GC2,6,12,K,1,5/24/2016,3,3,3,,6/25/2016,48.35,32,,10.2,1,1,7,7,1,30,9.98,,,9.98,7/28/2016,jt,"Algae, dead main stem and fruit",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,CS22658,BC_SF08_0315,PHYT,control,BC-GC2,6-2,12,K,2,5/24/2016,3,2,2,,6/28/2016,47.93,35,,15.8,1,1,8,8,2,59,11.30,10.56,,10.93,7/28/2016,jt,"Many short basal branches, dead main stem and fruit",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_106839C,BC_SF10_0161,MUTANT,control,BC-GC2,6,12,K,3,5/24/2016,3,3,3,,6/25/2016,52.36,32,,11.8,1,1,5,5,2,34,11.00,8.97,,9.99,8/1/2016,jt,"Dead main stem and fruit, algae",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_108909C,BC_SF10_0190,MUTANT,control,BC-GC2,6,12,K,4,5/24/2016,3,3,3,,6/23/2016,34.32,30,,14.3,2,2,7,14,36,87,13.16,10.71,,11.94,8/1/2016,jt,Dead main stem and fruits,,,"Has 3 full fruits but 2 lengths, dead main stem",Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_110062C,BC_SF10_0206,MUTANT,control,BC-GC2,6,12,K,5,5/24/2016,3,3,3,,6/22/2016,33.01,29,,35.3,2,5,4,9,75,142,12.91,11.78,8.18,10.96,8/1/2016,jt,,,,,,,
BC_Expt3pt6,BC,SALK_106478C,BC_SF10_0155,MUTANT,control,BC-GC2,6,12,K,6,5/24/2016,3,3,3,,6/26/2016,45.88,33,,6.4,0,0,5,5,0,18,,,,,7/27/2016,jt,"Dead main stem, algae",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_109895C,BC_SF10_0203,MUTANT,control,BC-GC2,6,12,L,1,5/24/2016,3,3,3,,6/22/2016,42.25,29,,14.7,2,3,4,12,77,103,12.07,11.83,9.53,11.14,7/27/2016,jt,"Dead main stem and fruits, BBs much longer than MS",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_119147C,BC_SF10_0344,MUTANT,control,BC-GC2,6,12,L,2,5/24/2016,3,3,3,,6/22/2016,39.90,29,,14.5,1,3,4,11,79,157,13.42,11.73,8.75,11.30,7/27/2016,jt,"Dead main stem and fruits, many aborted fruits",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_113788C,BC_SF10_0261,MUTANT,control,BC-GC2,6,12,L,3,5/24/2016,3,2,2,,6/25/2016,38.14,32,,14.4,2,2,8,9,3,46,11.22,9.05,8.21,9.49,7/27/2016,jt,"Dead main stem, algae",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_115366C,BC_SF10_0280,MUTANT,control,BC-GC2,6,12,L,4,5/24/2016,3,3,3,,6/24/2016,39.03,31,,10.9,1,1,8,10,2,73,10.87,9.62,,10.25,7/27/2016,jt,"Dead main stem, algae",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,SALK_113413C,BC_SF10_0255,MUTANT,control,BC-GC2,6,12,L,5,5/24/2016,3,2,2,,6/25/2016,49.38,32,,14.2,1,1,3,7,64,58,13.07,12.44,11.14,12.22,7/27/2016,jt,"Dead main stem, algae, 3rd fruit from BB",,,Dead main stem,Y,,HSC says to leave as is
BC_Expt3pt6,BC,CS22618,BC_SF08_0261,PHYT,control,BC-GC2,6-2,12,L,6,5/24/2016,3,3,3,,6/21/2016,25.47,28,,14.0,3,6,6,13,0,89,,,,,7/27/2016,jt,"Dead blackened main stem, mold growing on main stem, algae",,,Dead main stem,Y,,HSC says to leave as is
